DATE,REPORTTPYE,HOURLYDRYBULBTEMPF,HOURLYRelativeHumidity,HOURLYWindSpeed
2015-01-01 00:54,FM-15,22,50,10
2015-01-01 01:00,FM-12,22,50,10
2015-01-01 01:54,FM-15,22,50,10
2015-01-01 02:54,FM-15,22,50,11
2015-01-01 03:54,FM-15,24,46,13
2015-01-01 04:00,FM-12,24,46,13
2015-01-01 04:54,FM-15,22,52,15
2015-01-01 05:54,FM-15,23,48,17
2015-01-01 06:54,FM-15,23,50,14
2015-01-01 07:00,FM-12,23,50,14
2015-01-01 07:54,FM-15,22,52,13
2015-01-01 08:54,FM-15,25,44,16
2015-01-01 09:54,FM-15,28,39,14
2015-01-01 10:00,FM-12,28,39,14
2015-01-01 10:54,FM-15,30,34,18
2015-01-01 11:54,FM-15,31,35,17
2015-01-01 12:54,FM-15,32,33,16
2015-01-01 13:00,FM-12,32,33,16
2015-01-01 13:54,FM-15,33,32,14
2015-01-01 14:54,FM-15,33,33,16
2015-01-01 15:54,FM-15,31,36,13
2015-01-01 16:00,FM-12,31,36,13
2015-01-01 16:54,FM-15,31,38,14
2015-01-01 17:54,FM-15,30,41,16
2015-01-01 18:54,FM-15,31,40,15
2015-01-01 19:00,FM-12,31,40,15
2015-01-01 19:54,FM-15,30,41,13
2015-01-01 20:54,FM-15,30,47,11
2015-01-01 21:54,FM-15,31,47,11
2015-01-01 22:00,FM-12,31,47,11
2015-01-01 22:54,FM-15,31,52,18
2015-01-01 23:54,FM-15,31,54,14
2015-01-01 23:59,SOD,NA,NA,NA
2015-01-02 00:54,FM-15,33,49,13
2015-01-02 01:00,FM-12,33,49,13
2015-01-02 01:54,FM-15,33,49,11
2015-01-02 02:54,FM-15,32,52,10
2015-01-02 03:54,FM-15,32,52,11
2015-01-02 04:00,FM-12,32,52,11
2015-01-02 04:54,FM-15,32,50,11
2015-01-02 05:54,FM-15,34,46,13
2015-01-02 06:54,FM-15,34,48,15
2015-01-02 07:00,FM-12,34,48,15
2015-01-02 07:54,FM-15,33,49,11
2015-01-02 08:54,FM-15,36,46,11
2015-01-02 09:54,FM-15,38,43,16
2015-01-02 10:00,FM-12,38,43,16
2015-01-02 10:54,FM-15,39,39,17
2015-01-02 11:54,FM-15,38,43,15
2015-01-02 12:54,FM-15,40,40,18
2015-01-02 13:00,FM-12,40,40,18
2015-01-02 13:54,FM-15,40,38,14
2015-01-02 14:54,FM-15,39,41,14
2015-01-02 15:54,FM-15,38,41,16
2015-01-02 16:00,FM-12,38,41,16
2015-01-02 16:54,FM-15,36,44,14
2015-01-02 17:54,FM-15,35,42,11
2015-01-02 18:54,FM-15,34,44,11
2015-01-02 19:00,FM-12,34,44,11
2015-01-02 19:54,FM-15,34,44,11
2015-01-02 20:54,FM-15,33,45,10
2015-01-02 21:54,FM-15,33,43,13
2015-01-02 22:00,FM-12,33,43,13
2015-01-02 22:54,FM-15,33,43,8
2015-01-02 23:54,FM-15,31,43,8
2015-01-02 23:59,SOD,NA,NA,NA
2015-01-03 00:54,FM-15,27,51,9
2015-01-03 01:00,FM-12,27,51,9
2015-01-03 01:54,FM-15,26,51,3
2015-01-03 02:54,FM-15,24,55,6
2015-01-03 03:54,FM-15,24,55,8
2015-01-03 04:00,FM-12,24,55,8
2015-01-03 04:54,FM-15,24,52,8
2015-01-03 05:54,FM-15,23,57,7
2015-01-03 06:54,FM-15,23,55,8
2015-01-03 07:00,FM-12,23,55,8
2015-01-03 07:54,FM-15,23,55,5
2015-01-03 08:54,FM-15,24,50,5
2015-01-03 09:54,FM-15,26,51,0
2015-01-03 10:00,FM-12,26,51,0
2015-01-03 10:54,FM-15,28,51,5
2015-01-03 11:54,FM-15,29,54,5
2015-01-03 12:54,FM-15,29,56,10
2015-01-03 13:00,FM-12,29,56,10
2015-01-03 13:54,FM-15,30,56,11
2015-01-03 14:54,FM-15,30,56,10
2015-01-03 15:54,FM-15,30,58,10
2015-01-03 16:00,FM-12,30,58,10
2015-01-03 16:54,FM-15,31,61,15
2015-01-03 17:20,FM-16,30,69,16
2015-01-03 17:54,FM-15,30,82,15
2015-01-03 18:16,FM-16,30,86,14
2015-01-03 18:29,FM-16,30,93,18
2015-01-03 18:37,FM-16,30,93,14
2015-01-03 18:54,FM-15,31,96,18
2015-01-03 19:00,FM-12,31,96,18
2015-01-03 19:26,FM-16,32,93,16
2015-01-03 19:44,FM-16,34,93,20
2015-01-03 19:54,FM-15,33,96,22
2015-01-03 20:43,FM-16,34,93,17
2015-01-03 20:54,FM-15,34,97,16
2015-01-03 21:07,FM-16,34,100,15
2015-01-03 21:54,FM-15,35,96,16
2015-01-03 22:00,FM-12,35,96,16
2015-01-03 22:12,FM-16,36,93,18
2015-01-03 22:54,FM-15,37,93,17
2015-01-03 23:54,FM-15,37,96,16
2015-01-03 23:59,SOD,NA,NA,NA
2015-01-04 00:54,FM-15,38,100,10
2015-01-04 01:00,FM-12,38,100,10
2015-01-04 01:03,FM-16,39,93,15
2015-01-04 01:54,FM-15,40,97,10
2015-01-04 02:46,FM-16,41,93,11
2015-01-04 02:54,FM-15,41,100,11
2015-01-04 03:49,FM-16,43,100,8
2015-01-04 03:54,FM-15,42,100,10
2015-01-04 04:00,FM-12,42,100,10
2015-01-04 04:09,FM-16,41,100,7
2015-01-04 04:36,FM-16,43,93,8
2015-01-04 04:54,FM-15,41,96,9
2015-01-04 05:54,FM-15,40,97,8
2015-01-04 06:52,FM-16,39,100,5
2015-01-04 06:54,FM-15,40,97,7
2015-01-04 07:00,FM-12,40,97,7
2015-01-04 07:45,FM-16,37,93,11
2015-01-04 07:54,FM-15,36,97,9
2015-01-04 08:54,FM-15,36,97,6
2015-01-04 09:31,FM-16,36,93,5
2015-01-04 09:54,FM-15,36,93,5
2015-01-04 10:00,FM-12,36,93,5
2015-01-04 10:54,FM-15,37,93,6
2015-01-04 11:54,FM-15,37,100,7
2015-01-04 12:54,FM-15,41,93,0
2015-01-04 13:00,FM-12,41,93,0
2015-01-04 13:54,FM-15,41,93,8
2015-01-04 14:08,FM-16,39,100,7
2015-01-04 14:10,FM-16,39,100,5
2015-01-04 14:54,FM-15,40,97,5
2015-01-04 15:54,FM-15,40,97,6
2015-01-04 16:00,FM-12,40,97,6
2015-01-04 16:54,FM-15,40,100,5
2015-01-04 16:59,FM-16,39,100,6
2015-01-04 17:15,FM-16,43,100,9
2015-01-04 17:30,FM-16,43,100,9
2015-01-04 17:54,FM-15,43,97,6
2015-01-04 18:54,FM-15,46,96,8
2015-01-04 19:00,FM-12,46,96,8
2015-01-04 19:54,FM-15,49,93,13
2015-01-04 20:27,FM-16,48,100,10
2015-01-04 20:54,FM-15,51,92,10
2015-01-04 21:09,FM-16,52,94,10
2015-01-04 21:54,FM-15,51,96,9
2015-01-04 22:00,FM-12,51,96,9
2015-01-04 22:54,FM-15,51,89,14
2015-01-04 23:54,FM-15,50,83,15
2015-01-04 23:59,SOD,NA,NA,NA
2015-01-05 00:16,FM-16,48,71,25
2015-01-05 00:27,FM-16,46,71,18
2015-01-05 00:54,FM-15,46,68,18
2015-01-05 01:00,FM-12,46,68,18
2015-01-05 01:54,FM-15,44,65,17
2015-01-05 02:54,FM-15,43,60,20
2015-01-05 03:54,FM-15,42,55,18
2015-01-05 04:00,FM-12,42,55,18
2015-01-05 04:54,FM-15,41,57,16
2015-01-05 05:54,FM-15,40,55,23
2015-01-05 06:54,FM-15,39,50,23
2015-01-05 07:00,FM-12,39,50,23
2015-01-05 07:54,FM-15,37,46,20
2015-01-05 08:54,FM-15,37,41,24
2015-01-05 09:54,FM-15,36,35,23
2015-01-05 10:00,FM-12,36,35,23
2015-01-05 10:54,FM-15,36,35,23
2015-01-05 11:54,FM-15,34,32,30
2015-01-05 12:54,FM-15,34,31,23
2015-01-05 13:00,FM-12,34,31,23
2015-01-05 13:54,FM-15,35,32,18
2015-01-05 14:54,FM-15,30,33,26
2015-01-05 15:54,FM-15,28,28,30
2015-01-05 16:00,FM-12,28,28,30
2015-01-05 16:54,FM-15,25,32,29
2015-01-05 17:54,FM-15,24,32,29
2015-01-05 18:54,FM-15,22,33,23
2015-01-05 19:00,FM-12,22,33,23
2015-01-05 19:54,FM-15,21,34,24
2015-01-05 20:54,FM-15,20,34,21
2015-01-05 21:54,FM-15,19,34,14
2015-01-05 22:54,FM-15,18,34,20
2015-01-05 23:54,FM-15,17,35,18
2015-01-05 23:59,SOD,NA,NA,NA
2015-01-06 00:54,FM-15,17,37,21
2015-01-06 01:00,FM-12,17,37,21
2015-01-06 01:54,FM-15,16,43,15
2015-01-06 02:54,FM-15,16,43,20
2015-01-06 03:54,FM-15,15,46,17
2015-01-06 04:00,FM-12,15,46,17
2015-01-06 04:54,FM-15,15,49,9
2015-01-06 05:54,FM-15,15,51,10
2015-01-06 06:54,FM-15,15,51,14
2015-01-06 07:00,FM-12,15,51,14
2015-01-06 07:54,FM-15,16,49,7
2015-01-06 08:54,FM-15,17,47,9
2015-01-06 09:54,FM-15,17,47,11
2015-01-06 10:00,FM-12,17,47,11
2015-01-06 10:54,FM-15,18,49,11
2015-01-06 11:46,FM-16,18,62,7
2015-01-06 11:54,FM-15,17,64,6
2015-01-06 12:02,FM-16,18,68,9
2015-01-06 12:21,FM-16,16,79,7
2015-01-06 12:54,FM-15,16,77,8
2015-01-06 13:00,FM-12,16,77,8
2015-01-06 13:54,FM-15,17,74,7
2015-01-06 14:03,FM-16,18,73,8
2015-01-06 14:54,FM-15,17,74,3
2015-01-06 15:54,FM-15,17,74,5
2015-01-06 16:00,FM-12,17,74,5
2015-01-06 16:37,FM-16,18,68,3
2015-01-06 16:54,FM-15,17,68,5
2015-01-06 17:36,FM-16,18,73,5
2015-01-06 17:54,FM-15,17,77,3
2015-01-06 18:54,FM-15,17,77,5
2015-01-06 19:00,FM-12,17,77,5
2015-01-06 19:54,FM-15,17,77,3
2015-01-06 20:29,FM-16,16,79,3
2015-01-06 20:52,FM-16,16,79,0
2015-01-06 20:54,FM-15,15,80,0
2015-01-06 21:54,FM-15,15,77,7
2015-01-06 22:00,FM-12,15,77,7
2015-01-06 22:54,FM-15,15,80,8
2015-01-06 23:54,FM-15,16,77,6
2015-01-06 23:59,SOD,NA,NA,NA
2015-01-07 00:54,FM-15,16,77,7
2015-01-07 01:00,FM-12,16,77,7
2015-01-07 01:54,FM-15,17,77,6
2015-01-07 02:54,FM-15,16,84,8
2015-01-07 03:54,FM-15,16,80,13
2015-01-07 04:00,FM-12,16,80,13
2015-01-07 04:54,FM-15,17,74,8
2015-01-07 05:54,FM-15,18,65,11
2015-01-07 06:54,FM-15,16,71,11
2015-01-07 07:00,FM-12,16,71,11
2015-01-07 07:54,FM-15,16,74,10
2015-01-07 08:54,FM-15,20,62,11
2015-01-07 09:54,FM-15,21,59,16
2015-01-07 10:00,FM-12,21,59,16
2015-01-07 10:54,FM-15,23,50,16
2015-01-07 11:54,FM-15,23,48,22
2015-01-07 12:54,FM-15,23,44,21
2015-01-07 13:00,FM-12,23,44,21
2015-01-07 13:54,FM-15,25,40,17
2015-01-07 14:54,FM-15,24,40,16
2015-01-07 15:54,FM-15,23,42,15
2015-01-07 16:00,FM-12,23,42,15
2015-01-07 16:17,FM-16,19,68,18
2015-01-07 16:23,FM-16,19,68,11
2015-01-07 16:46,FM-16,21,58,15
2015-01-07 16:54,FM-15,21,54,16
2015-01-07 17:54,FM-15,19,27,21
2015-01-07 18:54,FM-15,15,32,28
2015-01-07 19:00,FM-12,15,32,28
2015-01-07 19:54,FM-15,12,42,24
2015-01-07 20:54,FM-15,9,39,24
2015-01-07 21:54,FM-15,7,41,17
2015-01-07 22:00,FM-12,7,41,17
2015-01-07 22:54,FM-15,5,42,21
2015-01-07 23:54,FM-15,5,42,17
2015-01-07 23:59,SOD,NA,NA,NA
2015-01-08 00:54,FM-15,3,42,18
2015-01-08 01:00,FM-12,3,42,18
2015-01-08 01:54,FM-15,2,46,16
2015-01-08 02:54,FM-15,1,46,16
2015-01-08 03:54,FM-15,0,49,14
2015-01-08 04:00,FM-12,0,49,14
2015-01-08 04:54,FM-15,-1,48,14
2015-01-08 05:54,FM-15,-1,46,13
2015-01-08 06:54,FM-15,-1,46,15
2015-01-08 07:00,FM-12,-1,46,15
2015-01-08 07:54,FM-15,0,41,14
2015-01-08 08:54,FM-15,1,42,17
2015-01-08 09:54,FM-15,4,40,15
2015-01-08 10:00,FM-12,4,40,15
2015-01-08 10:54,FM-15,9,37,10
2015-01-08 11:54,FM-15,13,40,11
2015-01-08 12:54,FM-15,15,42,13
2015-01-08 13:00,FM-12,15,42,13
2015-01-08 13:54,FM-15,18,41,14
2015-01-08 14:54,FM-15,18,41,17
2015-01-08 15:54,FM-15,18,41,13
2015-01-08 16:00,FM-12,18,41,13
2015-01-08 16:54,FM-15,18,41,11
2015-01-08 17:54,FM-15,17,45,14
2015-01-08 18:54,FM-15,17,47,13
2015-01-08 19:00,FM-12,17,47,13
2015-01-08 19:54,FM-15,18,45,14
2015-01-08 20:54,FM-15,18,45,14
2015-01-08 21:54,FM-15,18,49,13
2015-01-08 22:00,FM-12,18,49,13
2015-01-08 22:54,FM-15,18,57,15
2015-01-08 23:54,FM-15,19,59,20
2015-01-08 23:59,SOD,NA,NA,NA
2015-01-09 00:54,FM-15,20,65,16
2015-01-09 01:00,FM-12,20,65,16
2015-01-09 01:54,FM-15,21,68,17
2015-01-09 02:54,FM-15,21,65,13
2015-01-09 03:54,FM-15,21,57,16
2015-01-09 04:00,FM-12,21,57,16
2015-01-09 04:54,FM-15,22,63,14
2015-01-09 05:54,FM-15,23,65,14
2015-01-09 06:54,FM-15,26,69,13
2015-01-09 07:00,FM-12,26,69,13
2015-01-09 07:54,FM-15,28,69,15
2015-01-09 08:54,FM-15,28,66,17
2015-01-09 09:17,FM-16,27,74,21
2015-01-09 09:25,FM-16,27,74,18
2015-01-09 09:52,FM-16,25,86,20
2015-01-09 09:54,FM-15,25,88,18
2015-01-09 10:00,FM-12,25,88,18
2015-01-09 10:10,FM-16,27,80,22
2015-01-09 10:54,FM-15,25,85,20
2015-01-09 11:48,FM-16,25,80,18
2015-01-09 11:54,FM-15,25,75,20
2015-01-09 12:54,FM-15,26,69,15
2015-01-09 13:00,FM-12,26,69,15
2015-01-09 13:54,FM-15,29,51,18
2015-01-09 14:54,FM-15,29,47,22
2015-01-09 15:54,FM-15,29,43,15
2015-01-09 16:00,FM-12,29,43,15
2015-01-09 16:54,FM-15,28,44,14
2015-01-09 17:54,FM-15,28,49,11
2015-01-09 18:54,FM-15,26,53,10
2015-01-09 19:00,FM-12,26,53,10
2015-01-09 19:54,FM-15,26,51,8
2015-01-09 20:54,FM-15,24,52,9
2015-01-09 21:54,FM-15,24,50,6
2015-01-09 22:00,FM-12,24,50,6
2015-01-09 22:54,FM-15,22,57,9
2015-01-09 23:54,FM-15,23,53,11
2015-01-09 23:59,SOD,NA,NA,NA
2015-01-10 00:54,FM-15,23,50,9
2015-01-10 01:00,FM-12,23,50,9
2015-01-10 01:54,FM-15,22,52,9
2015-01-10 02:54,FM-15,21,54,9
2015-01-10 03:54,FM-15,20,57,8
2015-01-10 04:00,FM-12,20,57,8
2015-01-10 04:54,FM-15,20,57,9
2015-01-10 05:54,FM-15,19,62,11
2015-01-10 06:54,FM-15,19,57,13
2015-01-10 07:00,FM-12,19,57,13
2015-01-10 07:54,FM-15,18,54,13
2015-01-10 08:54,FM-15,19,54,13
2015-01-10 09:54,FM-15,20,52,16
2015-01-10 10:00,FM-12,20,52,16
2015-01-10 10:54,FM-15,22,48,11
2015-01-10 11:54,FM-15,23,46,13
2015-01-10 12:54,FM-15,24,42,14
2015-01-10 13:00,FM-12,24,42,14
2015-01-10 13:54,FM-15,24,38,16
2015-01-10 14:54,FM-15,24,35,11
2015-01-10 15:54,FM-15,23,38,11
2015-01-10 16:00,FM-12,23,38,11
2015-01-10 16:54,FM-15,22,38,14
2015-01-10 17:54,FM-15,21,38,11
2015-01-10 18:54,FM-15,21,38,9
2015-01-10 19:00,FM-12,21,38,9
2015-01-10 19:54,FM-15,19,43,11
2015-01-10 20:54,FM-15,19,41,9
2015-01-10 21:54,FM-15,19,39,15
2015-01-10 22:00,FM-12,19,39,15
2015-01-10 22:54,FM-15,18,43,11
2015-01-10 23:54,FM-15,17,45,13
2015-01-10 23:59,SOD,NA,NA,NA
2015-01-11 00:54,FM-15,17,47,9
2015-01-11 01:00,FM-12,17,47,9
2015-01-11 01:54,FM-15,17,47,14
2015-01-11 02:54,FM-15,17,47,10
2015-01-11 03:54,FM-15,17,45,11
2015-01-11 04:00,FM-12,17,45,11
2015-01-11 04:54,FM-15,15,53,10
2015-01-11 05:54,FM-15,16,49,8
2015-01-11 06:54,FM-15,16,49,11
2015-01-11 07:00,FM-12,16,49,11
2015-01-11 07:54,FM-15,18,49,6
2015-01-11 08:54,FM-15,19,45,7
2015-01-11 09:54,FM-15,20,45,7
2015-01-11 10:00,FM-12,20,45,7
2015-01-11 10:54,FM-15,23,44,6
2015-01-11 11:54,FM-15,26,42,6
2015-01-11 12:54,FM-15,29,38,15
2015-01-11 13:00,FM-12,29,38,15
2015-01-11 13:54,FM-15,28,34,10
2015-01-11 14:54,FM-15,29,38,9
2015-01-11 15:54,FM-15,29,36,10
2015-01-11 16:00,FM-12,29,36,10
2015-01-11 16:54,FM-15,28,43,10
2015-01-11 17:54,FM-15,28,47,9
2015-01-11 18:54,FM-15,29,47,9
2015-01-11 19:00,FM-12,29,47,9
2015-01-11 19:54,FM-15,30,47,8
2015-01-11 20:54,FM-15,30,51,8
2015-01-11 21:54,FM-15,30,58,8
2015-01-11 22:00,FM-12,30,58,8
2015-01-11 22:54,FM-15,32,64,13
2015-01-11 23:54,FM-15,33,64,13
2015-01-11 23:59,SOD,NA,NA,NA
2015-01-12 00:54,FM-15,34,59,11
2015-01-12 01:00,FM-12,34,59,11
2015-01-12 01:54,FM-15,35,57,15
2015-01-12 02:54,FM-15,36,48,15
2015-01-12 03:54,FM-15,36,52,14
2015-01-12 04:00,FM-12,36,52,14
2015-01-12 04:54,FM-15,36,50,14
2015-01-12 05:54,FM-15,37,44,7
2015-01-12 06:54,FM-15,36,48,7
2015-01-12 07:00,FM-12,36,48,7
2015-01-12 07:54,FM-15,36,52,6
2015-01-12 08:11,FM-16,36,56,7
2015-01-12 08:54,FM-15,37,52,11
2015-01-12 09:54,FM-15,38,51,11
2015-01-12 10:00,FM-12,38,51,11
2015-01-12 10:06,FM-16,37,52,14
2015-01-12 10:54,FM-15,37,65,9
2015-01-12 11:40,FM-16,37,70,10
2015-01-12 11:54,FM-15,37,76,13
2015-01-12 12:54,FM-15,37,82,9
2015-01-12 13:00,FM-12,37,82,9
2015-01-12 13:54,FM-15,37,89,9
2015-01-12 14:54,FM-15,36,97,5
2015-01-12 14:57,FM-16,36,100,6
2015-01-12 15:23,FM-16,36,100,5
2015-01-12 15:44,FM-16,36,100,0
2015-01-12 15:52,FM-16,36,100,0
2015-01-12 15:54,FM-15,36,97,0
2015-01-12 16:00,FM-12,36,97,0
2015-01-12 16:54,FM-15,37,96,5
2015-01-12 17:18,FM-16,37,93,6
2015-01-12 17:28,FM-16,37,93,3
2015-01-12 17:54,FM-15,38,89,5
2015-01-12 18:36,FM-16,37,93,8
2015-01-12 18:51,FM-16,37,93,9
2015-01-12 18:54,FM-15,37,93,8
2015-01-12 19:00,FM-12,37,93,8
2015-01-12 19:54,FM-15,37,89,7
2015-01-12 20:54,FM-15,37,89,7
2015-01-12 21:54,FM-15,36,89,9
2015-01-12 22:00,FM-12,36,89,9
2015-01-12 22:54,FM-15,36,82,13
2015-01-12 23:54,FM-15,35,78,15
2015-01-12 23:59,SOD,NA,NA,NA
2015-01-13 00:54,FM-15,34,70,14
2015-01-13 01:00,FM-12,34,70,14
2015-01-13 01:54,FM-15,33,61,16
2015-01-13 02:54,FM-15,31,61,16
2015-01-13 03:54,FM-15,30,58,13
2015-01-13 04:00,FM-12,30,58,13
2015-01-13 04:54,FM-15,28,63,14
2015-01-13 05:54,FM-15,25,58,17
2015-01-13 06:54,FM-15,22,52,16
2015-01-13 07:00,FM-12,22,52,16
2015-01-13 07:54,FM-15,20,48,13
2015-01-13 08:54,FM-15,19,43,16
2015-01-13 09:54,FM-15,19,45,14
2015-01-13 10:00,FM-12,19,45,14
2015-01-13 10:54,FM-15,20,45,9
2015-01-13 11:54,FM-15,22,42,6
2015-01-13 12:54,FM-15,23,42,7
2015-01-13 13:00,FM-12,23,42,7
2015-01-13 13:54,FM-15,24,38,6
2015-01-13 14:54,FM-15,23,42,6
2015-01-13 15:54,FM-15,22,42,6
2015-01-13 16:00,FM-12,22,42,6
2015-01-13 16:54,FM-15,21,43,8
2015-01-13 17:54,FM-15,20,43,8
2015-01-13 18:54,FM-15,20,40,8
2015-01-13 19:00,FM-12,20,40,8
2015-01-13 19:54,FM-15,19,37,7
2015-01-13 20:54,FM-15,17,39,9
2015-01-13 21:54,FM-15,16,41,9
2015-01-13 22:00,FM-12,16,41,9
2015-01-13 22:54,FM-15,15,42,8
2015-01-13 23:42,FM-16,16,45,8
2015-01-13 23:54,FM-15,15,44,9
2015-01-13 23:59,SOD,NA,NA,NA
2015-01-14 00:54,FM-15,14,47,9
2015-01-14 01:00,FM-12,14,47,9
2015-01-14 01:54,FM-15,14,44,11
2015-01-14 02:54,FM-15,14,47,7
2015-01-14 03:54,FM-15,14,49,9
2015-01-14 04:00,FM-12,14,49,9
2015-01-14 04:54,FM-15,14,49,6
2015-01-14 05:54,FM-15,15,49,10
2015-01-14 06:54,FM-15,15,51,5
2015-01-14 07:00,FM-12,15,51,5
2015-01-14 07:54,FM-15,16,54,9
2015-01-14 08:54,FM-15,18,54,10
2015-01-14 09:54,FM-15,20,55,6
2015-01-14 10:00,FM-12,20,55,6
2015-01-14 10:54,FM-15,20,57,7
2015-01-14 11:54,FM-15,21,57,8
2015-01-14 12:54,FM-15,23,57,9
2015-01-14 13:00,FM-12,23,57,9
2015-01-14 13:54,FM-15,24,60,8
2015-01-14 14:54,FM-15,24,62,8
2015-01-14 15:54,FM-15,24,65,6
2015-01-14 16:00,FM-12,24,65,6
2015-01-14 16:54,FM-15,24,71,9
2015-01-14 17:54,FM-15,23,81,8
2015-01-14 18:10,FM-16,23,86,9
2015-01-14 18:52,FM-16,23,86,9
2015-01-14 18:54,FM-15,23,85,8
2015-01-14 19:00,FM-12,23,85,8
2015-01-14 19:54,FM-15,24,84,13
2015-01-14 20:54,FM-15,24,84,11
2015-01-14 21:27,FM-16,25,86,9
2015-01-14 21:42,FM-16,25,86,9
2015-01-14 21:54,FM-15,25,85,9
2015-01-14 22:00,FM-12,25,85,9
2015-01-14 22:54,FM-15,25,85,10
2015-01-14 23:54,FM-15,25,85,10
2015-01-14 23:59,SOD,NA,NA,NA
2015-01-15 00:01,FM-16,25,86,11
2015-01-15 00:54,FM-15,25,85,9
2015-01-15 01:00,FM-12,25,85,9
2015-01-15 01:54,FM-15,26,84,10
2015-01-15 02:52,FM-16,27,86,11
2015-01-15 02:54,FM-15,26,88,9
2015-01-15 03:06,FM-16,27,86,10
2015-01-15 03:22,FM-16,25,93,11
2015-01-15 03:54,FM-15,25,88,9
2015-01-15 04:00,FM-12,25,88,9
2015-01-15 04:46,FM-16,25,86,11
2015-01-15 04:54,FM-15,25,88,10
2015-01-15 05:54,FM-15,26,81,11
2015-01-15 06:45,FM-16,25,86,10
2015-01-15 06:54,FM-15,25,88,10
2015-01-15 07:00,FM-12,25,88,10
2015-01-15 07:33,FM-16,25,86,10
2015-01-15 07:54,FM-15,25,88,10
2015-01-15 08:54,FM-15,26,84,11
2015-01-15 09:52,FM-16,27,86,7
2015-01-15 09:54,FM-15,27,85,10
2015-01-15 10:00,FM-12,27,85,10
2015-01-15 10:15,FM-16,27,86,8
2015-01-15 10:52,FM-16,27,86,9
2015-01-15 10:54,FM-15,27,85,8
2015-01-15 11:33,FM-16,27,93,9
2015-01-15 11:54,FM-15,27,92,8
2015-01-15 12:37,FM-16,27,93,7
2015-01-15 12:52,FM-16,27,93,8
2015-01-15 12:54,FM-15,27,92,8
2015-01-15 13:00,FM-12,27,92,8
2015-01-15 13:54,FM-15,28,92,7
2015-01-15 14:38,FM-16,28,93,9
2015-01-15 14:54,FM-15,29,89,8
2015-01-15 15:01,FM-16,28,93,7
2015-01-15 15:29,FM-16,28,93,7
2015-01-15 15:43,FM-16,28,93,8
2015-01-15 15:54,FM-15,29,89,8
2015-01-15 16:00,FM-12,29,89,8
2015-01-15 16:06,FM-16,28,93,8
2015-01-15 16:18,FM-16,28,93,11
2015-01-15 16:27,FM-16,28,93,10
2015-01-15 16:52,FM-16,28,93,8
2015-01-15 16:54,FM-15,29,92,8
2015-01-15 17:45,FM-16,30,86,8
2015-01-15 17:52,FM-16,30,86,11
2015-01-15 17:54,FM-15,30,88,11
2015-01-15 18:10,FM-16,30,86,10
2015-01-15 18:32,FM-16,30,86,11
2015-01-15 18:39,FM-16,30,86,13
2015-01-15 18:54,FM-15,30,85,10
2015-01-15 19:00,FM-12,30,85,10
2015-01-15 19:17,FM-16,30,86,9
2015-01-15 19:54,FM-15,31,82,11
2015-01-15 20:54,FM-15,29,72,11
2015-01-15 21:54,FM-15,27,72,9
2015-01-15 22:00,FM-12,27,72,9
2015-01-15 22:54,FM-15,26,63,10
2015-01-15 23:54,FM-15,25,60,13
2015-01-15 23:59,SOD,NA,NA,NA
2015-01-16 00:54,FM-15,26,55,13
2015-01-16 01:00,FM-12,26,55,13
2015-01-16 01:54,FM-15,23,68,9
2015-01-16 02:54,FM-15,23,68,10
2015-01-16 03:54,FM-15,24,65,10
2015-01-16 04:00,FM-12,24,65,10
2015-01-16 04:54,FM-15,22,71,9
2015-01-16 05:54,FM-15,22,71,11
2015-01-16 06:54,FM-15,22,71,9
2015-01-16 07:00,FM-12,22,71,9
2015-01-16 07:54,FM-15,24,68,14
2015-01-16 08:54,FM-15,30,58,11
2015-01-16 09:54,FM-15,31,61,10
2015-01-16 10:00,FM-12,31,61,10
2015-01-16 10:54,FM-15,35,57,13
2015-01-16 11:54,FM-15,37,50,16
2015-01-16 12:54,FM-15,37,52,15
2015-01-16 13:00,FM-12,37,52,15
2015-01-16 13:54,FM-15,36,52,20
2015-01-16 14:54,FM-15,34,48,21
2015-01-16 15:54,FM-15,32,38,23
2015-01-16 16:00,FM-12,32,38,23
2015-01-16 16:54,FM-15,28,41,21
2015-01-16 17:54,FM-15,26,35,22
2015-01-16 18:54,FM-15,24,33,18
2015-01-16 19:00,FM-12,24,33,18
2015-01-16 19:54,FM-15,22,35,21
2015-01-16 20:54,FM-15,20,38,18
2015-01-16 21:54,FM-15,18,37,21
2015-01-16 22:00,FM-12,18,37,21
2015-01-16 22:54,FM-15,17,39,22
2015-01-16 23:54,FM-15,16,43,18
2015-01-16 23:59,SOD,NA,NA,NA
2015-01-17 00:54,FM-15,14,42,17
2015-01-17 01:00,FM-12,14,42,17
2015-01-17 01:54,FM-15,13,42,15
2015-01-17 02:54,FM-15,12,42,16
2015-01-17 03:54,FM-15,12,40,17
2015-01-17 04:00,FM-12,12,40,17
2015-01-17 04:54,FM-15,11,42,20
2015-01-17 05:54,FM-15,10,41,17
2015-01-17 06:54,FM-15,9,46,15
2015-01-17 07:54,FM-15,9,46,15
2015-01-17 08:54,FM-15,10,41,14
2015-01-17 09:54,FM-15,12,38,11
2015-01-17 10:00,FM-12,12,38,11
2015-01-17 10:54,FM-15,15,35,8
2015-01-17 11:54,FM-15,17,32,3
2015-01-17 12:54,FM-15,19,28,3
2015-01-17 13:00,FM-12,19,28,3
2015-01-17 13:54,FM-15,22,25,3
2015-01-17 14:54,FM-15,21,34,7
2015-01-17 15:54,FM-15,21,33,3
